num_kills,weapon_name,attacker_weapon_id,vehicle,vehicle_slot_id,weapon_faction,target
537,L100 Python HESH,3154,Lightning,1,NC,Sunderer
462,Nemesis VSH9,35004,,0,VS,Sunderer
457,Lancer VS22,35002,,0,VS,Sunderer
448,Breaker Rocket Pods,4601,Reaver,2,NC,Sunderer
429,Spear Anti-Vehicle Phalanx Turret,703,,1,VS,Sunderer
429,Titan-150 HESH,3731,Vanguard,1,NC,Sunderer
428,Spear Anti-Vehicle Phalanx Turret,704,,1,NC,Sunderer
427,,0,,,,Sunderer
417,L100 Python AP,6005299,Lightning,1,NSO,Sunderer
403,Hawk GD-68,33004,,0,NC,Sunderer
390,NS-AM7 Archer,802771,,0,None,Sunderer
386,M60-G Bulldog,2834,Sunderer,1,TR,Sunderer
384,Supernova VPC,3461,Magrider,1,VS,Sunderer
374,M40 Fury-F,2510,,0,VS,Sunderer
373,Rocklet Rifle,6005191,,0,None,Sunderer
343,V30-F Starfall,6004752,,0,VS,Sunderer
343,Dual Photon Pods,4301,Scythe,2,VS,Sunderer
341,Anti-Vehicle Grenade,1095,,0,None,Sunderer
339,M40 Fury-F,2511,,0,NC,Sunderer
339,M60-G Bulldog,2837,Sunderer,2,TR,Sunderer
337,M40 Fury-F,2512,,0,TR,Sunderer
322,Halberd SE,6006399,Vanguard,2,NC,Sunderer
320,Spear Anti-Vehicle Phalanx Turret,705,,1,TR,Sunderer
311,M60-G Bulldog,2832,Sunderer,1,VS,Sunderer
309,NS-R3 Swarm,802969,,0,None,Sunderer
298,M60-G Bulldog,2835,Sunderer,2,VS,Sunderer
295,The Kraken,1964,,0,None,Sunderer
284,M60-G Bulldog,2833,Sunderer,1,NC,Sunderer
282,Hornet Missiles,4746,Reaver,2,NC,Sunderer
273,M60-G Bulldog,803496,Ant,2,TR,Sunderer
265,M20 Basilisk,2804,Sunderer,1,NC,Sunderer
264,G30 Vulcan,4029,Prowler,2,TR,Sunderer
261,LA7 Buzzard,6004753,,0,NC,Sunderer
244,AF-22 Crow,33003,,0,NC,Sunderer
244,M96 Mjolnir,802899,Vanguard,2,NC,Sunderer
244,Enforcer ML65-H,6123,Harasser,1,NC,Sunderer
243,M20 Basilisk,2803,Sunderer,1,VS,Sunderer
241,M20 Basilisk,2805,Sunderer,1,TR,Sunderer
241,L100 Python HEAT,6005300,Lightning,1,NSO,Sunderer
228,VLG Missile Launcher,6562,Valkyrie,1,VS,Sunderer
227,Armory War Asset Orbital Strike,6009044,,0,None,Sunderer
214,ASP-30 Grounder,34004,,0,TR,Sunderer
213,Halberd SE,6006398,Prowler,2,TR,Sunderer
212,"NS ""Jackpot"" Decimator",6004407,,0,None,Sunderer
211,Hades VSH4,35003,,0,VS,Sunderer
210,"NS ""Heatwave"" Decimator",6003611,,0,None,Sunderer
209,M9 SKEP Launcher,34003,,0,TR,Sunderer
205,C75 Viper,6005302,Lightning,1,NSO,Sunderer
201,Comet VM2,17001,,0,VS,Sunderer
197,AP30 Shredder,5211,Liberator,2,VS,Sunderer
196,M60-G Bulldog-H,6114,Harasser,1,TR,Sunderer
193,Halberd-H SE,6006401,Harasser,1,TR,Sunderer
193,CAS30 Tank Buster,5216,Liberator,1,NC,Sunderer
192,M60-G Bulldog,803495,Ant,2,NC,Sunderer
191,MR1 Fracture,16030,,0,TR,Sunderer
188,Skyguard,3107,Lightning,1,NC,Sunderer
187,RAM/Roadkill,0,,,,Sunderer
177,LB00 Python AP,6005070,Lightning,1,VS,Sunderer
176,MR1 Fracture,16031,,0,TR,Sunderer
173,M60-G Bulldog-H,6112,Harasser,1,VS,Sunderer
170,M60-G Bulldog,2836,Sunderer,2,NC,Sunderer
170,Skyguard,3106,Lightning,1,VS,Sunderer
170,Comet VM2,17013,,0,VS,Sunderer
168,Halberd-H SE,6006402,Harasser,1,NC,Sunderer
167,NS Decimator-G,802299,,0,None,Sunderer
164,M3 Pounder HEG,15001,,0,TR,Sunderer
161,CAS30 Tank Buster,5217,Liberator,1,TR,Sunderer
161,NCM2 Falcon,16001,,0,NC,Sunderer
159,MANA Anti-Vehicle Turret,503,,0,None,Sunderer
156,MANA Anti-Vehicle Turret,502,,0,TR,Sunderer
154,NS Decimator-B,802300,,0,None,Sunderer
153,MANA Anti-Vehicle Turret,501,,0,NC,Sunderer
147,M40 Fury-H,6117,Harasser,1,TR,Sunderer
146,Aphelion VEX-4H,802898,Harasser,1,VS,Sunderer
145,M20 Basilisk,2811,Sunderer,2,TR,Sunderer
143,VLG Missile Launcher,6564,Valkyrie,1,TR,Sunderer
141,M20 Basilisk,2809,Sunderer,2,VS,Sunderer
141,LB00 Python AP,6005068,Lightning,1,NC,Sunderer
138,Skyguard,3108,Lightning,1,TR,Sunderer
136,Aphelion VEX-4 ,802897,Magrider,2,VS,Sunderer
135,C150 Dalton,6005464,Liberator,2,NSO,Sunderer
132,M60-G Bulldog,803494,Ant,2,VS,Sunderer
131,E540 Halberd-H,6005378,Harasser,1,NSO,Sunderer
131,M20 Basilisk,2810,Sunderer,2,NC,Sunderer
130,CAS30 Tank Buster,5215,Liberator,1,VS,Sunderer
129,M4-F Pillager,6004754,,0,TR,Sunderer
127,M60-A Bulldog,5522,Galaxy,10,TR,Sunderer
124,LB00 Python AP,6005069,Lightning,1,TR,Sunderer
117,NCM2 Falcon,16013,,0,NC,Sunderer
116,Mammoth Cannon,6003420,,0,VS,Sunderer
115,M18 Needler,4900,Mosquito,1,TR,Sunderer
113,,6010049,,,,Sunderer
113,M40 Fury,2876,Sunderer,1,TR,Sunderer
113,Pelter Rocket Pod,6561,Valkyrie,1,TR,Sunderer
112,M3 Pounder HEG,15013,,0,TR,Sunderer
112,Halberd-H SE,6006397,Harasser,1,VS,Sunderer
112,M40 Fury-H,6115,Harasser,1,VS,Sunderer
109,AP30 Shredder,5209,Liberator,2,TR,Sunderer
108,M20 Wyvern,6552,Valkyrie,1,TR,Sunderer
108,Hellion G20,6558,Valkyrie,1,TR,Sunderer
106,Saron Laser Cannon,4302,Scythe,1,VS,Sunderer
100,Vortex VM21,16033,,0,VS,Sunderer
98,The Flail,6004444,,0,TR,Sunderer
96,Mammoth Cannon,6008734,,0,NC,Sunderer
93,NCM3 Raven,16029,,0,NC,Sunderer
93,L105 Zephyr,5229,Liberator,2,TR,Sunderer
91,Spear Anti-Vehicle Phalanx Tower,803434,,1,None,Sunderer
90,P525 Marauder-H,6122,Harasser,1,TR,Sunderer
90,Vortex VM21,16032,,0,VS,Sunderer
88,M20 Mustang,4600,Reaver,1,NC,Sunderer
87,Mammoth Cannon,6008735,,0,TR,Sunderer
85,VLG Missile Launcher,6563,Valkyrie,1,NC,Sunderer
84,G30 Walker,6108,Harasser,1,TR,Sunderer
84,Pelter Rocket Pod,6559,Valkyrie,1,VS,Sunderer
84,AP30 Shredder,5210,Liberator,2,NC,Sunderer
83,NCM3 Raven,16028,,0,NC,Sunderer
80,G30 Walker,3084,Sunderer,2,NC,Sunderer
78,Orbital Strike Uplink,6002525,,0,TR,Sunderer
76,Grenade Printer,6008686,,0,NSO,Sunderer
75,Spear Anti-Vehicle Phalanx Tower,803432,,0,NC,Sunderer
74,Proton II PPA-H,6125,Harasser,1,VS,Sunderer
74,Bastion Battery,6009038,,0,None,Sunderer
74,L105 Zephyr,5227,Liberator,2,VS,Sunderer
74,C85 Canister-H,6124,Harasser,1,NC,Sunderer
73,M40 Fury,2874,Sunderer,1,VS,Sunderer
72,G30 Walker,3083,Sunderer,2,VS,Sunderer
71,Gauss Compact S,7172,,0,NC,Sunderer
68,Bastion Battery,6009036,,0,None,Sunderer
67,G30 Walker,3081,Sunderer,1,NC,Sunderer
65,M20 Wyvern,6551,Valkyrie,1,NC,Sunderer
65,M40 Fury-H,6116,Harasser,1,NC,Sunderer
65,The Flail,6004445,,0,NC,Sunderer
65,PSA-01 Hammerhead AMR,6008496,,0,None,Sunderer
65,M20 Basilisk,803503,Ant,2,TR,Sunderer
64,M40 Fury,2875,Sunderer,1,NC,Sunderer
63,M14 Banshee,4906,Mosquito,1,TR,Sunderer
63,NEST Launcher,6008733,Javelin,3,None,Sunderer
62,Bastion Battery,6009037,,0,None,Sunderer
62,M20 Basilisk-H,6105,Harasser,1,TR,Sunderer
62,M40 Fury-H,6005382,Harasser,1,NSO,Sunderer
61,Bastion Battery,6009039,,0,None,Sunderer
60,CAS 14-E,6555,Valkyrie,1,TR,Sunderer
58,Mauler Cannon,6009005,,0,None,Sunderer
58,M40 Fury-F,6005167,,0,NSO,Sunderer
57,Light PPA,4305,Scythe,1,VS,Sunderer
57,Bastion Battery,6009040,,0,None,Sunderer
55,TRAC-5 S,7192,,0,TR,Sunderer
54,Mauler Cannon,6008907,,0,None,Sunderer
54,G30 Walker,3085,Sunderer,2,TR,Sunderer
53,M40 Fury,2878,Sunderer,2,NC,Sunderer
53,Excursion Kukri,6009854,,0,None,Sunderer
52,L105 Zephyr,5228,Liberator,2,NC,Sunderer
52,Mauler Cannon,6009007,,0,None,Sunderer
51,CAS 14-E,6553,Valkyrie,1,VS,Sunderer
51,M202 Wyrm,6006063,Mosquito,2,TR,Sunderer
51,M20 Basilisk,3702,Vanguard,2,NC,Sunderer
50,Mauler Cannon,6008909,,0,None,Sunderer
50,Bastion Battery,6009043,,0,None,Sunderer
49,The Flail,6004400,,0,VS,Sunderer
49,Mauler Cannon,6009006,,0,None,Sunderer
49,M60-A Bulldog,5223,Liberator,10,TR,Sunderer
49,M20 Wyvern,6550,Valkyrie,1,VS,Sunderer
49,Spear Anti-Vehicle Phalanx Tower,803431,,0,VS,Sunderer
49,Orbital Strike Uplink,6002526,,0,VS,Sunderer
49,Bastion Battery,6009041,,0,None,Sunderer
48,A30 Walker,5213,Liberator,10,NC,Sunderer
48,Mauler Cannon,6009008,,0,None,Sunderer
47,Mauler Cannon,6008906,,0,None,Sunderer
45,M20 Basilisk,4002,Prowler,2,TR,Sunderer
44,NS-AM8 Shortbow,6004992,,0,None,Sunderer
44,Orbital Strike Uplink,6002524,,0,NC,Sunderer
43,M60-G Bulldog-H,6113,Harasser,1,NC,Sunderer
42,Eidolon VE33,26008,,0,VS,Sunderer
42,Bastion Battery,6008929,,0,None,Sunderer
42,Halberd-H SE,6006403,Harasser,1,NSO,Sunderer
41,M60-G Bulldog,6005241,Sunderer,1,NSO,Sunderer
41,Bastion Battery,6008930,,0,None,Sunderer
40,Bastion Battery,6009042,,0,None,Sunderer
40,Warden,24008,,0,NC,Sunderer
40,L100 Python HESH,6005301,Lightning,1,NSO,Sunderer
39,M20 Basilisk,3402,Magrider,2,VS,Sunderer
39,Hellion G20,6556,Valkyrie,1,VS,Sunderer
39,G30 Walker,3080,Sunderer,1,VS,Sunderer
37,Hellion G20,6557,Valkyrie,1,NC,Sunderer
36,Pelter Rocket Pod,6560,Valkyrie,1,NC,Sunderer
36,G30 Walker,3082,Sunderer,1,TR,Sunderer
36,"NS-R3 ""Ravenous"" Swarm",6002637,,0,None,Sunderer
36,G30 Walker,4003,Prowler,2,TR,Sunderer
35,G30 Walker,3703,Vanguard,2,NC,Sunderer
35,M18 Rotary,4911,Mosquito,1,TR,Sunderer
35,Bastion Battery,6008911,,0,None,Sunderer
35,M60-A Bulldog,5221,Liberator,10,VS,Sunderer
34,M20 Basilisk-H,6104,Harasser,1,NC,Sunderer
34,Proton II PPA,3404,Magrider,2,VS,Sunderer
34,A30 Walker,5212,Liberator,10,VS,Sunderer
34,V26 Maelstrom Turbo Laser,4304,Scythe,1,VS,Sunderer
34,Solstice SF,7213,,0,VS,Sunderer
34,M60-A Bulldog,5523,Galaxy,11,TR,Sunderer
33,Heartstring,2309,,0,None,Sunderer
33,M30 Mustang AH,4605,Reaver,1,NC,Sunderer
33,LB00 Python AP,6008684,Lightning,1,NSO,Sunderer
32,Striker AE,267,,0,TR,Sunderer
32,G30 Walker,803485,Ant,2,VS,Sunderer
31,M20 Kestrel,4745,Reaver,1,NC,Sunderer
30,M40 Fury,2879,Sunderer,2,TR,Sunderer
30,M60-A Bulldog,5222,Liberator,10,NC,Sunderer
29,Mauler Cannon,6008908,,0,None,Sunderer
29,A30 Walker,5214,Liberator,10,TR,Sunderer
28,CAS 14-E,6554,Valkyrie,1,NC,Sunderer
28,M60-A Bulldog,5518,Galaxy,10,NC,Sunderer
28,M20 Basilisk-H,6103,Harasser,1,VS,Sunderer
28,M20 Basilisk,803501,Ant,2,VS,Sunderer
27,AMR-66,25008,,0,TR,Sunderer
27,M20 Basilisk,803502,Ant,2,NC,Sunderer
27,A30 Walker,5521,Galaxy,2,TR,Sunderer
27,M75 Fang,6009275,,0,NC,Sunderer
26,G30 Walker,803487,Ant,2,TR,Sunderer
26,M202 Wyrm,6006064,Scythe,2,VS,Sunderer
25,NC6A GODSAW,1879,,0,NC,Sunderer
25,M18 Locust,5050,Mosquito,1,TR,Sunderer
25,Antares LC,4445,Scythe,1,VS,Sunderer
25,M40 Fury,803491,Ant,2,VS,Sunderer
24,M40 Fury,2877,Sunderer,2,VS,Sunderer
23,Mauler Cannon,6009001,,0,None,Sunderer
23,Mauler Cannon,6009003,,0,None,Sunderer
22,Ancient Psykinetic Blade,6008651,,0,None,Sunderer
21,P525 Marauder,4007,Prowler,2,TR,Sunderer
21,Vortek Rotary,4604,Reaver,1,NC,Sunderer
20,M20 Basilisk,6005231,Sunderer,1,NSO,Sunderer
20,M20 Basilisk-F,2507,,0,VS,Sunderer
20,CAS30 Tank Buster,6005461,Liberator,1,NSO,Sunderer
19,Mauler Cannon,6009002,,0,None,Sunderer
19,Mammoth Cannon,6008736,,0,NSO,Sunderer
19,M60-A Bulldog,5519,Galaxy,11,NC,Sunderer
19,Skyguard,6005303,Lightning,1,NSO,Sunderer
19,Blackheart,2310,,0,None,Sunderer
19,M60-G Bulldog-H,6005384,Harasser,1,NSO,Sunderer
19,M202 Wyrm,6006065,Reaver,2,NC,Sunderer
19,M40 Fury,803493,Ant,2,TR,Sunderer
19,Phoenix AE,266,,0,NC,Sunderer
19,M75 Fang,6009274,,0,NC,Sunderer
19,G30 Walker,3403,Magrider,2,VS,Sunderer
18,NS Annihilator-G,802301,,0,None,Sunderer
18,Bastion Battery,6008910,,0,None,Sunderer
18,M20 Drake,5204,Liberator,10,VS,Sunderer
18,G30 Walker,6106,Harasser,1,VS,Sunderer
17,Lancer AE,268,,0,VS,Sunderer
17,M20 Basilisk-F,2509,,0,TR,Sunderer
17,M60-A Bulldog,5514,Galaxy,10,VS,Sunderer
17,Bastion CIWS,6009022,,0,None,Sunderer
16,NSX Yumi,804246,,0,None,Sunderer
16,C85 Canister,3707,Vanguard,2,NC,Sunderer
16,M20 Drake,5200,Liberator,10,TR,Sunderer
16,M40 Fury,803492,Ant,2,NC,Sunderer
16,A30 Walker,5520,Galaxy,1,TR,Sunderer
16,M60-G Bulldog,6005433,Ant,2,NSO,Sunderer
16,Hyena Missile Launcher,5495,Liberator,10,NC,Sunderer
16,Hyena Missile Launcher,5494,Liberator,10,VS,Sunderer
15,Spear Anti-Vehicle Phalanx Turret,6002452,,0,TR,Sunderer
15,G30 Walker,803486,Ant,2,NC,Sunderer
15,G30 Walker,6107,Harasser,1,NC,Sunderer
15,Hyena Missile Launcher,5496,Liberator,10,TR,Sunderer
15,Gauss Rifle S,7102,,0,NC,Sunderer
14,G40-F Ranger,4010,Prowler,2,TR,Sunderer
14,M60-G Bulldog,6005242,Sunderer,2,NSO,Sunderer
14,NS-20 Gorgon,804654,,0,VS,Sunderer
14,M20 Drake,5511,Galaxy,11,TR,Sunderer
14,Bastion CIWS,6008928,,0,None,Sunderer
14,Mauler Cannon,6009004,,0,None,Sunderer
13,M20 Basilisk-F,2508,,0,NC,Sunderer
13,NS-20 Gorgon,804656,,0,NC,Sunderer
13,Bastion CIWS,6009021,,0,None,Sunderer
13,Xiphos Anti-Personnel Phalanx Turret,552,,2,NC,Sunderer
13,G40-F Ranger,3091,Sunderer,2,TR,Sunderer
12,Pelter Rocket Pod,6005497,Valkyrie,1,NSO,Sunderer
12,Bastion CIWS,6009018,,0,None,Sunderer
12,G40-F Ranger,3089,Sunderer,2,VS,Sunderer
12,G40-F Ranger,3708,Vanguard,2,NC,Sunderer
12,NS Annihilator-B,802302,,0,None,Sunderer
12,G40-F Ranger,3090,Sunderer,2,NC,Sunderer
11,M20 Basilisk,6005232,Sunderer,2,NSO,Sunderer
11,M20 Gecko,6008749,,0,TR,Sunderer
11,Coyote Missiles,4447,Scythe,2,VS,Sunderer
11,Nightshade,6006081,,0,None,Sunderer
11,NS-10 Burster,17004,,0,VS,Sunderer
11,NS-20 Gorgon,804655,,0,VS,Sunderer
11,Coyote Missiles,4747,Reaver,2,NC,Sunderer
10,G40-F Ranger,3406,Magrider,2,VS,Sunderer
10,Hunter QCX-G,2318,,0,None,Sunderer
10,Xiphos Anti-Personnel Phalanx Turret,551,,2,VS,Sunderer
10,NS-20 Gorgon,804657,,0,NC,Sunderer
10,Bastion CIWS,6008905,,0,None,Sunderer
10,Dual-75 Duster,5443,Liberator,2,TR,Sunderer
10,AP30 Shredder,6005463,Liberator,2,NSO,Sunderer
10,AM7-XOXO,6004294,,0,None,Sunderer
10,Dual-75 Duster,5442,Liberator,2,NC,Sunderer
9,Pelter Rocket Pod,6003294,Galaxy,11,VS,Sunderer
9,Xiphos Anti-Personnel Phalanx Tower,803600,,0,TR,Sunderer
9,Xiphos Anti-Personnel Phalanx Tower,803598,,0,VS,Sunderer
9,Xiphos Anti-Personnel Phalanx Tower,803599,,0,NC,Sunderer
9,Xiphos Anti-Personnel Phalanx Turret,553,,2,TR,Sunderer
9,Pelter Rocket Pod,6003398,Galaxy,10,NC,Sunderer
9,The Flail,6006068,,0,NSO,Sunderer
9,M75 Fang,6009279,,0,VS,Sunderer
8,M75 Fang,6009270,,0,TR,Sunderer
8,T1S Cycler,7127,,0,TR,Sunderer
8,MANA Anti-Vehicle Turret,6005425,,0,NSO,Sunderer
8,L-24R Spur,5219,Liberator,1,NC,Sunderer
8,NS-10 Burster,16004,,0,NC,Sunderer
8,M75 Fang,6009278,,0,VS,Sunderer
8,L-24R Spur,5218,Liberator,1,VS,Sunderer
8,Pelter Rocket Pod,6003295,Galaxy,11,TR,Sunderer
8,NS-20 Gorgon,804652,,0,TR,Sunderer
8,Dual-75 Duster,5441,Liberator,2,VS,Sunderer
8,NS-20 Gorgon,804653,,0,TR,Sunderer
8,Twin-Saron LC,6009030,Scythe,1,VS,Sunderer
7,G40-F Ranger,6111,Harasser,1,TR,Sunderer
7,M60-A Bulldog,5515,Galaxy,11,VS,Sunderer
7,M75 Fang,6009271,,0,TR,Sunderer
7,A30 Walker,5516,Galaxy,1,NC,Sunderer
7,L-24R Spur,5220,Liberator,1,TR,Sunderer
7,VLG Missile Launcher,6005498,Valkyrie,1,NSO,Sunderer
7,Coyote Missiles,5052,Mosquito,2,TR,Sunderer
7,M20 Gecko,6009232,,0,VS,Sunderer
7,Pelter Rocket Pod,6003405,Galaxy,10,TR,Sunderer
7,M18-2 Pincer,6009025,Mosquito,1,TR,Sunderer
6,M20 Gecko,6009233,,0,VS,Sunderer
6,G40-F Ranger,3086,Sunderer,1,VS,Sunderer
6,M20 Gecko,6008750,,0,TR,Sunderer
6,M20 Gecko,6009231,,0,VS,Sunderer
6,M20 Gecko,6009227,,0,NC,Sunderer
6,NS-AM7 VS/AE Archer,6002918,,0,None,Sunderer
6,M20 Gecko,6009228,,0,NC,Sunderer
6,G40-F Ranger,803488,Ant,2,VS,Sunderer
6,NS-AM7 AE/NC Archer,6002943,,0,None,Sunderer
6,M20 Wyvern,6005494,Valkyrie,1,NSO,Sunderer
6,Aspis Anti-Aircraft Phalanx Turret ,700,,1,VS,Sunderer
6,G40-F Ranger,6109,Harasser,1,VS,Sunderer
6,Hunter QCX-B,2317,,0,None,Sunderer
5,G30 Walker,6005380,Harasser,1,NSO,Sunderer
5,M20-W Appaloosa,6009029,Reaver,1,NC,Sunderer
5,M20 Drake,5202,Liberator,10,NC,Sunderer
5,A30 Walker,5513,Galaxy,2,VS,Sunderer
5,Hoplon Anti-Aircraft Phalanx Tower,803595,,0,NC,Sunderer
5,Bastion CIWS,6009017,,0,None,Sunderer
5,Spiker,7414,,0,VS,Sunderer
5,L-30R Vektor,5208,Liberator,1,VS,Sunderer
5,M40 Fury,6005237,Sunderer,1,NSO,Sunderer
5,NS-AM7 AE/TR Archer,6002930,,0,None,Sunderer
5,M20 Gecko,6009226,,0,NC,Sunderer
4,NS-10 Burster,15016,,0,TR,Sunderer
4,M20 Drake,5502,Galaxy,10,VS,Sunderer
4,G30 Walker,6005234,Sunderer,2,NSO,Sunderer
4,NS-10 Burster,17016,,0,VS,Sunderer
4,NS-AM7G Archer,802921,,0,None,Sunderer
4,M40 Fury,6005431,Ant,2,NSO,Sunderer
4,NS-10 Burster,15004,,0,TR,Sunderer
4,G30 Walker,6005233,Sunderer,1,NSO,Sunderer
4,Hoplon Anti-Aircraft Phalanx Tower,803596,,0,TR,Sunderer
4,G40-F Ranger,803490,Ant,2,TR,Sunderer
4,CAS 14-E,6005495,Valkyrie,1,NSO,Sunderer
4,M20 Gecko,6009230,,0,VS,Sunderer
4,Spear Anti-Vehicle Phalanx Turret,6002450,,0,NC,Sunderer
4,NS-10 Burster,16016,,0,NC,Sunderer
4,Pelter Rocket Pod,6003296,Galaxy,11,NC,Sunderer
4,NSX-A Kuwa,6005967,,0,None,Sunderer
4,M20 Drake,5506,Galaxy,10,NC,Sunderer
3,Spear Anti-Vehicle Phalanx Turret,6002451,,0,VS,Sunderer
3,M20 Gecko,6008751,,0,TR,Sunderer
3,Hoplon Anti-Aircraft Phalanx Tower,803594,,0,VS,Sunderer
3,G30 Walker,6005429,Ant,2,NSO,Sunderer
3,L-30R Vektor,5206,Liberator,1,TR,Sunderer
3,Aspis Anti-Aircraft Phalanx Turret ,701,,1,NC,Sunderer
3,Pelter Rocket Pod,6005488,Galaxy,11,NSO,Sunderer
3,M75 Fang,6009282,,0,NSO,Sunderer
3,M20 Drake,5510,Galaxy,10,TR,Sunderer
3,M20 Drake,6005457,Liberator,10,NSO,Sunderer
3,M20 Drake,5504,Galaxy,1,NC,Sunderer
3,M40 Fury,6005238,Sunderer,2,NSO,Sunderer
3,M20 Gecko,6009229,,0,NC,Sunderer
3,Pelter Rocket Pod,6003410,Galaxy,10,VS,Sunderer
3,M20 Drake,5507,Galaxy,11,NC,Sunderer
3,Equinox VE2,7151,,0,VS,Sunderer
2,Bastion CIWS,6008903,,0,None,Sunderer
2,L-24R Spur,6005455,Liberator,1,NSO,Sunderer
2,Hyena Missile Launcher,6003172,Galaxy,1,NC,Sunderer
2,L-30R Vektor,5207,Liberator,1,NC,Sunderer
2,G40-F Ranger,3087,Sunderer,1,NC,Sunderer
2,Glaive IPC,6002398,,0,TR,Sunderer
2,M20 Basilisk-F,6005166,,0,NSO,Sunderer
2,A30 Walker,5512,Galaxy,1,VS,Sunderer
2,M20 Drake,5505,Galaxy,2,NC,Sunderer
2,Spear Anti-Vehicle Phalanx Turret,6009835,,1,None,Sunderer
2,A30 Walker,6005459,Liberator,10,NSO,Sunderer
2,M20 Drake,5501,Galaxy,2,VS,Sunderer
2,M75 Fang,6009283,,0,NSO,Sunderer
2,A30 Walker,5517,Galaxy,2,NC,Sunderer
2,NS-AM7B Archer,802910,,0,None,Sunderer
1,M20 Drake,5509,Galaxy,2,TR,Sunderer
1,Dingo ML-6,6009284,,0,NSO,Sunderer
1,G40-F Ranger,6110,Harasser,1,NC,Sunderer
1,M60 Pug,6009263,,0,VS,Sunderer
1,Hyena Missile Launcher,6003174,Galaxy,1,TR,Sunderer
1,Dual-75 Duster,6005462,Liberator,2,NSO,Sunderer
1,G40-F Ranger,6005236,Sunderer,2,NSO,Sunderer
1,M60-A Bulldog,6005486,Galaxy,11,NSO,Sunderer
1,Bastion CIWS,6008904,,0,None,Sunderer
1,G40-F Ranger,6005430,Ant,2,NSO,Sunderer
1,NS-20G Gorgon,804727,,0,NC,Sunderer
1,Dingo ML-6,6009280,,0,VS,Sunderer
1,150mm Titan-R HEAT,3756,Vanguard,1,NC,Sunderer
1,NS-10G Burster,804752,,0,VS,Sunderer
1,NS-20G Gorgon,804726,,0,VS,Sunderer
1,"NS-20 ""Heatwave"" Gorgon",6003601,,0,VS,Sunderer
1,"NSX ""Networked"" Yumi",6008665,,0,None,Sunderer
1,M60-A Bulldog,6005485,Galaxy,10,NSO,Sunderer
1,M20 Gecko,6008752,,0,TR,Sunderer
1,NE-11 PML,6009605,,0,None,Sunderer
